path,sheet,test_name,message,issues,location,example
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(1, (0, 'Statement'))","Florida's new fingerprint identification system is improving our rate of solving cold cases by 300 percent. Says that had E-Verify been in place in Florida when 9/11 terrorists lived here, we might have saved the lives of 3,000 Americans."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(4, (0, 'Statement'))",Says the American public overwhelmingly opposed Democratic-steered health care plan. The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(9, (0, 'Statement'))","Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008. ""There are no provisions in here that substantially affect or advantage the big Wall Street bankers.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(14, (0, 'Statement'))","In the past 10 years, our (Austin) water rates have increased by 100 percent and we now have the highest water cost of the top 10 cities in Texas. If Texas were a country our economy would rank # 10...in the WORLD."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(15, (0, 'Statement'))","Paul Ryans Medicare plan could raise future retirees costs more than $6,000. Says Congressman Jon Runyan has a plan to raise Medicare costs $6,400 a year."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(18, (0, 'Statement'))","Paul Ryans Medicare plan could raise future retirees costs more than $6,000. The average person will pay $6,000 more a year under Rep. Paul Ryans Medicare proposal."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(19, (0, 'Statement'))","Says presidents George W. Bush and Barack Obama each tried to get immigration bills passed, but ""it did not work because the other party was unwilling to provide the president and his party a victory."". I introduced a bill that wouldve helped stop the multimillion-dollar bonus packages that CEOs grab on their way out.. (McCain) opposed that idea."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(21, (0, 'Statement'))","New provisions of the health care law bar the use offlexible spending accounts and health savings accounts to pay for aspirin and other non-prescription health needs. The Baucus health care bill ""would drastically restrict the use of flexible spending accounts (FSAs) in order to help pay for health care reform.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(24, (0, 'Statement'))",Says she will work to raise the federal minimum wage back to the highest level its ever been $12 an hour in todays dollars. Says hesso bipartisan that 12 of my bills were signed into law by Democratic President Bill Clinton.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(25, (0, 'Statement'))",Bill Nelsons vote for the Affordable Care Act cuts $500 billion from Medicare to pay for new government programs. The new health care law will cut $500 billion from Medicare That will hurt the quality of our care.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(26, (0, 'Statement'))",Obamacare takes $500 billion out of Medicare and funds Obamacare. We know that President Obama stole over $500 billion out of Medicare to switch it over to Obamacare.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(28, (0, 'Statement'))","Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote. Says President Donald Trump is ""talking about exterminating Latinos.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(29, (0, 'Statement'))","Says in Katrina, they approved $60 billion within 10 days of the storm on a voice vote. Says 10 days after Hurricane Katrina, this chamber passed two separate bills amounting to $60 billion. It has been nearly two months since we had Superstorm Sandy, and nothing has passed."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(30, (0, 'Statement'))","Through the Clinton Foundation, the Clintons are now worth in excess of $100 million. In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(31, (0, 'Statement'))","Families are paying $900, on average, ""in higher premiums because of uncompensated care."". ""The high cost of child care is the No. 1 reason people give for having fewer children than they'd like.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(33, (0, 'Statement'))",Theres a 1.5 percent to 2 percent overhead in Medicare. The insurance companies have a 20 percent to 30 percent overhead. The costs of cancer and all affiliated issues are over $20 billion a year to this state.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(34, (0, 'Statement'))","Obama says hes put forward a specific $4 trillion deficit reduction plan. Says his deficit plan made some adjustments to (Simpson-Bowles), and were putting it forward before Congress right now, a $4 trillion plan."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(37, (0, 'Statement'))","Bill McCollum voted for higher taxes and fees 42 times while he was in Congress. Obama voted to raise taxes on people making just $42,000."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(42, (0, 'Statement'))","Over 10 years, (extending tax cuts for the wealthy) would add less to the deficit than Obama added with the stimulus in one year. If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(43, (0, 'Statement'))","Scary fact about our national debt. In 1791 it was $75 million. Today, it rises by that amount in about an hour. The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(53, (0, 'Statement'))","Says Gov Scott Walkers budget includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $23 billion over the next decade. Under our (2011-13) budget, the average (Wisconsin) property taxpayer will save $700."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(60, (0, 'Statement'))","Across the United States, 25 percent of voting age African Americans do not have the photo ID that this bill would require. Over half of the black workers in this country earn less than $15 an hour."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(63, (0, 'Statement'))","Says middle class taxpayers ""subsidize Walmart's horrendously low wages to the tune of at least $6.2 billion every year."". The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(64, (0, 'Statement'))","Tim Kaine urged$500 billion in Medicare cuts. Says Kurt Schrader voted to cut $500 billion from Medicare, threatening thousands of Oregon seniors and their access to their current coverage."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(65, (0, 'Statement'))","Today, about 40 percent of guns are purchased without a background check. 40% of Americans know someone who has been killed by a gun."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(68, (0, 'Statement'))","Taking the Fifth Amendment in a deposition about the Columbia/HCA hospital chain he founded means a truthful answer to the questions that (Rick Scott) was asked would incriminate him. Says Royce West stood with Wendy Davis ""to support painful late-term abortions.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(69, (0, 'Statement'))","""Oklahoma 100% coronavirus test rate after Trump Tulsa rally."". Photo shows the BOK Center full with people during Donald Trump's Tulsa rally."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(73, (0, 'Statement'))","Says New Jerseys public school students have the best Advanced Placement scores in the nation. Says 23 percent of ninth graders in Newark will graduate with a high school diploma in four years and we spend $100,000 on their education in those four years, more than is spent on any other set of students in the United States."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(74, (0, 'Statement'))","As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent. Republicans would give seniors a (Medicare) voucher that limits whats covered, costing seniors as much as $6,400 more a year."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(76, (0, 'Statement'))","The Georgia Lottery paid out $2.3 billion in prizes during the last fiscal year. Right now in Georgia, nearly one in three leaving our prisons are re-convicted within three years."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(81, (0, 'Statement'))",Repealing the health care law would save $95 billion in 2016. Eliminating Obamacare ... saves $95 billion a year.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(86, (0, 'Statement'))","This past (legislative) session, we passed out of the Legislature a resolution requiring Congress to pass a balanced-budget amendment to the (U.S.) Constitution. ""4 republican senators now on board...no vote until January on (Supreme Court): Murkowski, Romney, Collins, Grassley.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(88, (0, 'Statement'))","The director of the FBI said that we cannot figure out who (Syrian refugees) are, what their intentions are, because we have no information on them, because we dont have any contact with the Syrian government or any people on the ground to be able to determine that. Says Syrian refugees are not being vetted, and the FBI is not even being told where they are."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(89, (0, 'Statement'))","During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. (He) promises to protect those rights, but thats not what his record shows. Says that as a U.S. senator, Russ Feingold voted against authorizing our military 11 separate times."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(90, (0, 'Statement'))","Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor. Under the House health care bill, the government ""will have to penalize citizens if we choose not to buy a plan that will cost a minimum of about $15,000 per family per year""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(91, (0, 'Statement'))","He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year. Bill McCollum voted for higher taxes and fees 42 times while he was in Congress."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(104, (0, 'Statement'))",Tens of billions of dollars (from taxpayer-funded bailouts) ... flowed straight through AIG into the coffers of foreign corporations and foreign banks. SaysDavid Perdue made tens of millions of dollars piling a firm with billions in debt.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(105, (0, 'Statement'))","Says Rick Scott cut education by $1.3 billion in his first year, then in his second year he decreases funding by $300 million to our state universities. Says Florida Gov. Rick Scott ""subtracted $1.3 billion from public schools.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(109, (0, 'Statement'))","Says President Donald Trump is ""talking about exterminating Latinos."". Says MarkKirk called for the mass arrest of 18,000 African Americans andwas apparently fine with Trumps #StillTooRacist call for mass deportation."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(110, (0, 'Statement'))",The (Ohio) economy is on the mend It is in better shape than it was when we took office. Ohio companies export more goods and services globally than 41 other states.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(111, (0, 'Statement'))",Why was there no news coverage of this raid on the Arizona border? Seizure was just five days ago. Right on the Arizona border! I had five of my citizens that were killed last week because of border security problems.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(112, (0, 'Statement'))","Our whole food system in this country...most of it is genetically engineered. And (there is) no testing for the health consequences of this food. ""Starting Jan. 1 California residents can't take shower, do laundry, poop in toilet and flush on same day.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(117, (0, 'Statement'))","Proposed tax changes are a handout to BP. Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(118, (0, 'Statement'))","""The Failing @nytimes quotes ‘a senior White House official,' who doesn't exist, as saying ‘even if the meeting were reinstated, holding it on June 12 would be impossible, given the lack of time and the amount of planning needed.' WRONG AGAIN! Use real people, not phony sources."". Congress is bewildered at the scope and reach of our spying apparatus but in 2008 and 2012 explicitly rejected an amendment calling for more disclosure."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(123, (0, 'Statement'))","In Wisconsin, Foxconn has ""4,000 jobs, people making $53,000 a year."". ""99.4% of businesses in Wisconsin are small businesses,"" and they employ ""nearly half of our workforce.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(124, (0, 'Statement'))","Gun marketplaces on Facebook mean ANYONE can broker a deal on a gun online, meet the seller in a parking lot somewhere, and walk away with a weapon. While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(125, (0, 'Statement'))","""Democrats flip flop on pre-existing conditions."". ""Some of the Democrats have been talking about ending (coverage for) pre-existing conditions.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(128, (0, 'Statement'))","Donald Trump says hed deport 16 million people. ""Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(132, (0, 'Statement'))",Georgia has the countrys second highest number of fraudulent tax refund claims. Georgia has recovered more than $60 million that was lost to Medicaid fraud.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(133, (0, 'Statement'))","According to 2009 estimates, an agreement with Panama could result in almost 1,900 Florida jobs in thefirst year and about 15,000 jobs afterfive years. Cover Florida ""is available to any Floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(138, (0, 'Statement'))","""Wisconsin (has) the highest infant mortality rate for black babies nationwide."". Wisconsin now ranks among the top 10 states for out-migration."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(140, (0, 'Statement'))","Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled. Bob Menendez just voted to increase the governments debt ceiling to $1.9 TRILLION! In his 19 years in Congress, Menendez has helped overspend America over $15 TRILLION into debt."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(143, (0, 'Statement'))","Floridas proposed medical marijuana amendment would make Florida one of the most lenient medical-marijuana states, allowing use for limitless other conditions specified by any physician. Floridas proposed amendment for medical marijuana would allow people who alleged minor ailments such as muscle spasms, neck pain, back pain and even menstrual cramps (to qualify) for government-sanctioned pot-smoking."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(145, (0, 'Statement'))","""U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal."". ""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(156, (0, 'Statement'))","A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now. Says someone earning $50,000 a year will fare better under his 9-9-9 plan than under the current tax system."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(162, (0, 'Statement'))","John McCain ""has not led on nonproliferation issues when he had the chance in the Senate."". The senior senator from Arizona (John McCain) said he couldnt support repealing dont ask, dont tell because of the economy."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(163, (0, 'Statement'))",80 percent of the American people havent gotten a pay raise since the crash. Says about 80% to 90% of people seeking asylum do not have a valid claim.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(166, (0, 'Statement'))","I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican. ''I have received more contributions than any other candidate in the race Republican or Democrat.''."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(170, (0, 'Statement'))","The addition of a 1 percent sales tax would cost a typical household in Hillsborough County approximately $12 a month. If voters agree in November to approve a one-cent sales tax increase, that will give ""Hillsborough County the highest sales tax of all Florida counties.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(172, (0, 'Statement'))","""The Supreme Court ruled today NO VOTING BY MAIL !!!"". ""The Post Office advises never send cash in the mail. It's not secure. Vote by mail?""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(174, (0, 'Statement'))","Says Did you know that the #KeystoneXL project is expected to create 20,000 American jobs, including more than 800 in Oregon? The Keystone oil pipeline would employ 20,000 people in the United States."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(177, (0, 'Statement'))",We need to pass a carbon tax to stop climate change. Break up the Wall Street banks. And stop the government spying on innocent Americans. Cory Booker doesnt support any of these ideas. I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clintons)position.
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(180, (0, 'Statement'))","After merging with Tim Hortons of Canada, Burger King is not moving. Our headquarters will remain in Miami and (we) will continue to pay all of our federal, state and local U.S. taxes. McDonalds in England only sells organic milk and free-range eggs, which provides more nutritious offerings than in the U.S."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(182, (0, 'Statement'))","Says Facebook shut down a ""Chick-Fil-A Appreciation Day."". Twitter removed this tweet from Donald Trump: ""My blood IS the vaccine!!!!!""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(188, (0, 'Statement'))","Seniors will see $500 billion in Medicare cuts to fund Obamacare. Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(193, (0, 'Statement'))","Says Rick Scotts proposed budget would lay off 20,000 teachers. Says Gov. Rick Scott ""ended $20 million in funding for mental health care despite Florida already ranking at the bottom.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(194, (0, 'Statement'))","In first week as governor, Tim Kaine proposed a nearly $4 billion tax increase, $4 billion, including a tax increase on people earning as little as $17,000 a year. Says Tim Kaine actually tried to raise taxes by about $4 billion."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(197, (0, 'Statement'))","Its estimated we leave somewhere north of $350 billion a year - thats billion - a year on the table uncollected because IRS doesnt have the resources. Voter identification laws make it complicated and expensive to get an ID, essentially instituting a modern-day poll tax."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(199, (0, 'Statement'))","Some Republicans who voted against the stimulus ""have been all too happy to claim credit for Recovery Act projects and the jobs those projects have produced. They come to the ribbon cuttings."". While many of his colleagues turned down a $2,500 pay raise ... (Jeff) Plale pocketed the extra money."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(206, (0, 'Statement'))","We are accepting more legal immigrants than we ever have in the history (of the United States.). Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(210, (0, 'Statement'))","""Right now we have over 40,000 new jobs in a little over 18 months"" in Missouri. ""The facility (NextGen Precision Health Institute) construction alone will bring 3,400 jobs and $472 million in revenue to Missouri.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(212, (0, 'Statement'))","""When @ScottWalker told firefighters we didn't need to worry about Act 10, we said hell no, we stand with working Wisconsinites everywhere."". ""Portland goon squads were Blackwater contractors not federal officers.""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(213, (0, 'Statement'))","The federal debt is more than $14 trillion, almost equal to the size of our entire economy, and every child born today inherits a $45,000 share of the national debt before they take their first breath. Every child born today inherits a $30,000 share in a national debt that stands at more than $13 trillion."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(218, (0, 'Statement'))","Obama ""has voted in the United States Senate to increase taxes on people who make as low as $42,000 a year."". Says Hillary Clinton voted to raise taxes on workers earning as little as $41,500."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(225, (0, 'Statement'))","""Man visited Albany, N.Y. days before dying from coronavirus."". ""Corona is so bad, this guy died twice!""."
data/4723768_train_.csv,4723768_train_,special_characters,Special characters found,,"(229, (0, 'Statement'))","Missouri is #1 in the nation for holding down tuition increases at public universities. ""Missouri ranks 45th in the nation in per capita state fiscal support for higher education and Missouri State is last among Missouri schools.""."
